#,動画ID,タイトル,最終タイトル,長さ,列 6,列 7,列 8,列 9,列 10,貢献度,,,,,,,
41,y5voq9C2f9Q,【感動】白猫ルルとモモの友情物語,【感動】初めて笑った日｜白猫ルルとモモの友情物語✨もふもふ村の奇跡,約3分,異種間友情,10-12%,35万〜48万,⭐感動ストーリー,異種間友情,⭐⭐⭐⭐⭐,,,33,母の日の優しい奇跡,18万〜30万,2025年5月直前投稿,
42,cI8nj5tBOzc,【世界最小】ピグミーマーモセット,【もふもふ村】新しい家族がやってきた！✨ピグミーモンキーの歓迎会｜癒しの物語,不明,珍しい動物,11-13%,40万〜52万,なし（独立）,珍しい動物、特殊,⭐⭐⭐⭐⭐,,,40,雪の日のサプライズ,18万〜30万,次の冬（2025年12月）に再投稿,
43,w_LGEEixo2w,もふもふ村の朝の体操,【もふもふ村】朝の体操タイム✨犬コーチと楽しく体を動かそう｜朝活エクササイズ,不明,朝活×健康,8.5-10.5%,18万〜35万,😂コメディ,朝活×健康,⭐⭐⭐⭐,,,13,ルンパの衝撃アート,18万〜35万,アートシーンのみ抜粋,
44,2JY74qF2vZU,【もふもふ村】猫のファッションショー,【もふもふ村】猫のファッションショー✨5匹のモデル猫が大活躍｜AI猫アイドル,約2分,TRON猫バイラル,13-15%,80万〜100万,😂コメディ,TRON猫バイラル,⭐⭐⭐⭐⭐,,,6-8,もふもふTV（Ep1-3）,各30万〜50万,ハイライト集を3本作る,
45,sEUXMvLFOrQ,【泣ける】言えなかった「ありがとう」の手紙,【泣ける】もふもふ村の旅と、言えなかった「ありがとう」の手紙✨感動の癒し物語,約2分,感謝×旅,12-14%,50万〜65万,⭐感動ストーリー,感謝×旅,⭐⭐⭐⭐⭐,,"→ この5本からShorts10本作成で、新規登録者を2,000人以上獲得できる。",,,,,
46,BQ_YOaAG_hQ,【もふもふ村の奇跡】神様が時を止めた日,【神様の奇跡】忙しすぎて心を失った村に、シマエナガが時を止めた日✨もふもふ村,不明,社会派メッセージ,12.5-14.5%,60万〜71万,⭐感動ストーリー,社会派メッセージ,⭐⭐⭐⭐⭐,,,,,,,
47,xcwGRiAWqWY,雨の日の釣り・家族の思い出,【雨の日の奇跡】釣れなくてもいい、家族で過ごした時間が思い出になった☔✨猫家族,不明,家族×感動,11-13%,40万〜55万,⭐感動ストーリー,家族×感動,⭐⭐⭐⭐⭐,,🌱 Tier B: 育成中（コメント返信で育てる）,,,,,
48,0LoUrI44_ss,白ハムスター先生のサプライズ,【感動のサプライズ】白ハムスター先生の誕生日｜4人でラザニア・オムライス・ケーキを手作り,3分23秒,先生への感謝,14%,85万〜110万,⭐感動ストーリー,先生への感謝,⭐⭐⭐⭐⭐,,再生数は少ないが、エンゲージメントが高い or ロイヤル視聴者育成用,,,,,
49,nOmVpga7154,森のレストラン,【もふもふ村のレストラン】森の食材で心温まる料理｜小さな動物たちの優しい一日,不明,シリーズ第1弾,11.50%,35万〜50万,😂コメディ,シリーズ第1弾,⭐⭐⭐⭐⭐,,,,,,,
50,HQw8KsmEV2g,リラクゼーションルーム,【AI猫】かわいい動物たちのスパ＆ヨガタイム🧘もふもふ村リラクゼーション｜癒し動画,2分43秒,癒し×体験型,8-10%,12万〜20万,🌙睡眠・リラックス,癒し×体験型,⭐⭐⭐⭐,,,#,タイトル,現在の再生数,コメント数,戦略
51,oBT0MEORTl0,ありがとうの花が咲くとき,【AI猫】風が運んだ「ありがとう」の種🌸もふもふ村の感動ストーリー,不明,感動ストーリー,9-11%,15万〜25万,⭐感動ストーリー,感動ストーリー,⭐⭐⭐⭐,,,32,ありがとうの花,206回,8件,全コメント返信
52,xVg2np0ygY8,母の日の優しい奇跡,【AI猫】母の日、もふもふ村で起きた優しい奇跡🌸,1分28秒,季節イベント,8.5-10.5%,18万〜30万,⭐感動ストーリー,季節イベント,⭐⭐⭐⭐⭐,,,37,こいのぼり,"1,202回",6件,季節前に再プロモート
53,-MjWYgPuxr8,魔法の木が枯れた日,【AI猫】魔法の木が枯れた日、動物たちは光を信じた🌳もふもふ村の奇跡,不明,希望×感動,7.5-9.5%,10万〜18万,⭐感動ストーリー,希望×感動,⭐⭐⭐,,,31,リラクゼーションルーム,"3,183回",6件,「癒し」検索最適化
54,Zwuk9Qer948,もふもふカフェへ,【AI猫】ようこそ、もふもふカフェへ☕旅するペルシャ猫と優しい時間,不明,カフェ×癒し,8-10%,12万〜20万,🌙睡眠・リラックス,カフェ×癒し,⭐⭐⭐⭐,,→ この3本は最適化実装後、コメント欄を活性化させて、YouTubeアルゴリズムに「エンゲージメント高い動画」と認識させる。,,,,,
55,wBWfCJEmuTo,春のピクニック大冒険,【AI猫】春の花畑でピクニックと笑顔の大冒険🌼もふもふ村の癒し旅,不明,春×明るい,7.5-9.5%,10万〜18万,😂コメディ,春×明るい,⭐⭐⭐,,,,,,,
56,VyYrdetjry4,こいのぼりの一日,【AI猫】もふもふ村のこいのぼりの一日🎏癒しと笑顔がいっぱいの子どもの日,1分16秒,季節イベント,8-10%,12万〜20万,😂コメディ,季節イベント,⭐⭐⭐⭐,,📅 STEP 3: 実装ロードマップ（5ヶ月計画）,,,,,
57,hZwlhiBDNUk,おにぎりピクニック,【AI猫】もふもふたちとおにぎりピクニック🍙小さな森の癒し時間,不明,食×日常,7.5-9.5%,10万〜18万,😂コメディ,食×日常,⭐⭐⭐⭐,,Week 1-2（11月）: Tier S 7本の最適化実装,,,,,
58,HxSz7orAKss,夏まつり,【AI猫】もふもふ村の夏まつり🎐灯りと花火とふわふわな夜,1分16秒,夏×祭り,8.5-10.5%,15万〜25万,😂コメディ,夏×祭り,⭐⭐⭐⭐,,タイトル・説明文・ハッシュタグ更新,,,,,
59,CK7wDnqifiM,雪の日のサプライズ,【AI猫】だれもが覚えてた日、ぼくだけ忘れてた❄️雪の日のサプライズ,不明,感動×ミステリー,9-11%,18万〜30万,⭐感動ストーリー,感動×ミステリー,⭐⭐⭐⭐⭐,,ピン留めコメント投稿,,,,,
60,_Im7wbDyDMo,焼き芋パニック,【AI猫】もふもふ村にふしぎな光が落ちた日🍠焼き芋パニックで大騒ぎ！,不明,コメディ×秋,8.5-10.5%,15万〜25万,😂コメディ,コメディ×秋,⭐⭐⭐⭐,,既存コメント返信（各動画10件目標）,,,,,
61,-yqP-Mhy--A,朝ごはん焦げパン,【AI猫】もふもふ村の朝ごはん🍞焦げパンで朝からてんやわんや,1分30秒,コメディ×日常,8-10%,12万〜20万,😂コメディ,コメディ×日常,⭐⭐⭐⭐,,"目標: 視聴時間4,000時間の60%達成",,,,,
62,tTO725_bgP0,春の温泉旅行,【癒し】AI猫たちの温泉旅行2泊3日が可愛すぎる♨️列車×桜×温泉｜もふもふ村の春,1分,温泉×旅行,8-10%,12万〜20万,🌙睡眠・リラックス,温泉×旅行,⭐⭐⭐⭐,,,,,,,
,,,,,,,,,,,,Week 3-4（12月）: Tier A からShorts作成,,,,,
,,,,,,,,,,,,母の日動画からShorts 2本,,,,,
,,,,,,,,,,,,雪の日からShorts 2本,,,,,
,,,,,,,,,,,,もふもふTVからShorts 3本,,,,,
,,,,,,,,,,,,"目標: 登録者1,000人突破達成（現在2,110人 → 3,500人）",,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Month 2-3（1月〜2月）: Tier B 育成 + 残り30本の最適化,,,,,
,,,,,,,,,,,,#1-30の未最適化動画を週5本ペースで実装,,,,,
,,,,,,,,,,,,Tier B 3本のコメント欄活性化,,,,,
,,,,,,,,,,,,目標: 全43本の最適化完了,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Month 4-5（3月〜4月）: 収益化達成スプリント,,,,,
,,,,,,,,,,,,6時間スリープBGMの再プロモート,,,,,
,,,,,,,,,,,,人気動画の関連動画最適化,,,,,
,,,,,,,,,,,,母の日（5月）に向けたShorts集中投稿,,,,,
,,,,,,,,,,,,目標: 2025年4月末までに収益化達成🎉,,,,,
